            Frequency,              V(L1:2)
14087.09087,0.49249353
14087.34087,0.492477424
14087.59088,0.492461319
14087.84088,0.492445215
14088.09088,0.492429112
14088.34088,0.492413009
14088.59089,0.492396906
14088.84089,0.492380805
14089.09089,0.492364704
14089.34089,0.492348603
14089.5909,0.492332503
14089.8409,0.492316404
14090.0909,0.492300306
14090.3409,0.492284208
14090.59091,0.49226811
14090.84091,0.492252013
14091.09091,0.492235917
14091.34091,0.492219822
14091.59092,0.492203727
14091.84092,0.492187633
14092.09092,0.492171539
14092.34092,0.492155446
14092.59093,0.492139354
14092.84093,0.492123262
14093.09093,0.492107171
14093.34093,0.49209108
14093.59094,0.49207499
14093.84094,0.492058901
14094.09094,0.492042813
14094.34094,0.492026725
14094.59095,0.492010637
14094.84095,0.49199455
14095.09095,0.491978464
14095.34095,0.491962379
14095.59096,0.491946294
14095.84096,0.491930209
14096.09096,0.491914126
14096.34096,0.491898043
14096.59097,0.49188196
14096.84097,0.491865878
14097.09097,0.491849797
14097.34097,0.491833716
14097.59098,0.491817637
14097.84098,0.491801557
14098.09098,0.491785478
14098.34098,0.4917694
14098.59099,0.491753323
14098.84099,0.491737246
14099.09099,0.49172117
14099.34099,0.491705094
14099.591,0.491689019
14099.841,0.491672945
14100.091,0.491656871
14100.341,0.491640798
14100.59101,0.491624725
14100.84101,0.491608653
14101.09101,0.491592582
14101.34101,0.491576511
14101.59102,0.491560441
14101.84102,0.491544372
14102.09102,0.491528303
14102.34102,0.491512235
14102.59103,0.491496167
14102.84103,0.4914801
14103.09103,0.491464034
14103.34103,0.491447968
14103.59104,0.491431903
14103.84104,0.491415839
14104.09104,0.491399775
14104.34104,0.491383712
14104.59105,0.491367649
14104.84105,0.491351587
14105.09105,0.491335526
14105.34105,0.491319465
14105.59106,0.491303405
14105.84106,0.491287346
14106.09106,0.491271287
14106.34106,0.491255228
14106.59107,0.491239171
14106.84107,0.491223114
14107.09107,0.491207057
14107.34107,0.491191002
14107.59108,0.491174946
14107.84108,0.491158892
14108.09108,0.491142838
14108.34108,0.491126785
14108.59109,0.491110732
14108.84109,0.49109468
14109.09109,0.491078628
14109.34109,0.491062578
14109.5911,0.491046527
14109.8411,0.491030478
14110.0911,0.491014429
14110.3411,0.490998381
14110.59111,0.490982333
14110.84111,0.490966286
14111.09111,0.490950239
14111.34111,0.490934193
14111.59112,0.490918148
14111.84112,0.490902103
14112.09112,0.490886059
14112.34112,0.490870016
14112.59113,0.490853973
14112.84113,0.490837931
14113.09113,0.49082189
14113.34113,0.490805849
14113.59114,0.490789808
14113.84114,0.490773769
14114.09114,0.49075773
14114.34114,0.490741691
14114.59115,0.490725654
14114.84115,0.490709616
14115.09115,0.49069358
14115.34115,0.490677544
14115.59116,0.490661508
14115.84116,0.490645474
14116.09116,0.49062944
14116.34116,0.490613406
14116.59117,0.490597373
14116.84117,0.490581341
14117.09117,0.49056531
14117.34117,0.490549279
14117.59118,0.490533248
14117.84118,0.490517218
14118.09118,0.490501189
14118.34118,0.490485161
14118.59119,0.490469133
14118.84119,0.490453106
14119.09119,0.490437079
14119.34119,0.490421053
14119.5912,0.490405027
14119.8412,0.490389003
14120.0912,0.490372978
14120.3412,0.490356955
14120.59121,0.490340932
14120.84121,0.49032491
14121.09121,0.490308888
14121.34121,0.490292867
14121.59122,0.490276846
14121.84122,0.490260827
14122.09122,0.490244807
14122.34122,0.490228789
14122.59123,0.490212771
14122.84123,0.490196753
14123.09123,0.490180737
14123.34123,0.49016472
14123.59124,0.490148705
14123.84124,0.49013269
14124.09124,0.490116676
14124.34124,0.490100662
14124.59125,0.490084649
14124.84125,0.490068637
14125.09125,0.490052625
14125.34125,0.490036614
14125.59126,0.490020603
14125.84126,0.490004593
14126.09126,0.489988584
14126.34126,0.489972575
14126.59127,0.489956567
14126.84127,0.48994056
14127.09127,0.489924553
14127.34127,0.489908547
14127.59128,0.489892541
14127.84128,0.489876536
14128.09128,0.489860532
14128.34128,0.489844528
14128.59129,0.489828525
14128.84129,0.489812522
14129.09129,0.48979652
14129.34129,0.489780519
14129.5913,0.489764518
14129.8413,0.489748518
14130.0913,0.489732519
14130.3413,0.48971652
14130.59131,0.489700522
14130.84131,0.489684524
14131.09131,0.489668527
14131.34131,0.489652531
14131.59132,0.489636535
14131.84132,0.48962054
14132.09132,0.489604546
14132.34132,0.489588552
14132.59133,0.489572559
14132.84133,0.489556566
14133.09133,0.489540574
14133.34133,0.489524583
14133.59134,0.489508592
14133.84134,0.489492602
14134.09134,0.489476612
14134.34134,0.489460624
14134.59135,0.489444635
14134.84135,0.489428648
14135.09135,0.489412661
14135.34135,0.489396674
14135.59136,0.489380688
14135.84136,0.489364703
14136.09136,0.489348719
14136.34136,0.489332735
14136.59137,0.489316751
14136.84137,0.489300769
14137.09137,0.489284786
14137.34137,0.489268805
14137.59138,0.489252824
14137.84138,0.489236844
14138.09138,0.489220864
14138.34138,0.489204885
14138.59139,0.489188907
14138.84139,0.489172929
14139.09139,0.489156952
14139.34139,0.489140975
14139.5914,0.489125
14139.8414,0.489109024
14140.0914,0.48909305
14140.3414,0.489077076
14140.59141,0.489061102
14140.84141,0.489045129
14141.09141,0.489029157
14141.34141,0.489013186
14141.59142,0.488997215
14141.84142,0.488981244
14142.09142,0.488965274
14142.34142,0.488949305
14142.59143,0.488933337
14142.84143,0.488917369
14143.09143,0.488901402
14143.34143,0.488885435
14143.59144,0.488869469
14143.84144,0.488853504
14144.09144,0.488837539
14144.34144,0.488821575
14144.59145,0.488805611
14144.84145,0.488789648
14145.09145,0.488773686
14145.34145,0.488757724
14145.59146,0.488741763
14145.84146,0.488725803
14146.09146,0.488709843
14146.34146,0.488693884
14146.59147,0.488677925
14146.84147,0.488661967
14147.09147,0.48864601
14147.34147,0.488630053
14147.59148,0.488614097
14147.84148,0.488598141
14148.09148,0.488582186
14148.34148,0.488566232
14148.59149,0.488550279
14148.84149,0.488534325
14149.09149,0.488518373
14149.34149,0.488502421
14149.5915,0.48848647
14149.8415,0.488470519
14150.0915,0.48845457
14150.3415,0.48843862
14150.59151,0.488422671
14150.84151,0.488406723
14151.09151,0.488390776
14151.34151,0.488374829
14151.59152,0.488358883
14151.84152,0.488342937
14152.09152,0.488326992
14152.34152,0.488311048
14152.59153,0.488295104
14152.84153,0.488279161
14153.09153,0.488263218
14153.34153,0.488247276
14153.59154,0.488231335
14153.84154,0.488215394
14154.09154,0.488199454
14154.34154,0.488183515
14154.59155,0.488167576
14154.84155,0.488151638
14155.09155,0.4881357
14155.34155,0.488119763
14155.59156,0.488103827
14155.84156,0.488087891
14156.09156,0.488071956
14156.34156,0.488056022
14156.59157,0.488040088
14156.84157,0.488024154
14157.09157,0.488008222
14157.34157,0.48799229
14157.59158,0.487976358
14157.84158,0.487960427
14158.09158,0.487944497
14158.34158,0.487928568
14158.59159,0.487912639
14158.84159,0.48789671
14159.09159,0.487880783
14159.34159,0.487864856
14159.5916,0.487848929
14159.8416,0.487833003
14160.0916,0.487817078
14160.3416,0.487801153
14160.59161,0.487785229
14160.84161,0.487769306
14161.09161,0.487753383
14161.34161,0.487737461
14161.59162,0.487721539
14161.84162,0.487705619
14162.09162,0.487689698
14162.34162,0.487673779
14162.59163,0.487657859
14162.84163,0.487641941
14163.09163,0.487626023
14163.34163,0.487610106
14163.59164,0.487594189
14163.84164,0.487578273
14164.09164,0.487562358
14164.34164,0.487546443
14164.59165,0.487530529
14164.84165,0.487514616
14165.09165,0.487498703
14165.34165,0.48748279
14165.59166,0.487466879
14165.84166,0.487450968
14166.09166,0.487435057
14166.34166,0.487419147
14166.59167,0.487403238
14166.84167,0.48738733
14167.09167,0.487371422
14167.34167,0.487355514
14167.59168,0.487339608
14167.84168,0.487323701
14168.09168,0.487307796
14168.34168,0.487291891
14168.59169,0.487275987
14168.84169,0.487260083
14169.09169,0.48724418
14169.34169,0.487228278
14169.5917,0.487212376
14169.8417,0.487196475
14170.0917,0.487180574
14170.3417,0.487164674
14170.59171,0.487148775
14170.84171,0.487132876
14171.09171,0.487116978
14171.34171,0.487101081
14171.59172,0.487085184
14171.84172,0.487069287
14172.09172,0.487053392
14172.34172,0.487037497
14172.59173,0.487021602
14172.84173,0.487005709
14173.09173,0.486989815
14173.34173,0.486973923
14173.59174,0.486958031
14173.84174,0.48694214
14174.09174,0.486926249
14174.34174,0.486910359
14174.59175,0.486894469
14174.84175,0.486878581
14175.09175,0.486862692
14175.34175,0.486846805
14175.59176,0.486830918
14175.84176,0.486815031
14176.09176,0.486799146
14176.34176,0.48678326
14176.59177,0.486767376
14176.84177,0.486751492
14177.09177,0.486735609
14177.34177,0.486719726
14177.59178,0.486703844
14177.84178,0.486687962
14178.09178,0.486672082
14178.34178,0.486656201
14178.59179,0.486640322
14178.84179,0.486624443
14179.09179,0.486608564
14179.34179,0.486592687
14179.5918,0.48657681
14179.8418,0.486560933
14180.0918,0.486545057
14180.3418,0.486529182
14180.59181,0.486513307
14180.84181,0.486497433
14181.09181,0.48648156
14181.34181,0.486465687
14181.59182,0.486449815
14181.84182,0.486433943
14182.09182,0.486418072
14182.34182,0.486402202
14182.59183,0.486386332
14182.84183,0.486370463
14183.09183,0.486354594
14183.34183,0.486338726
14183.59184,0.486322859
14183.84184,0.486306993
14184.09184,0.486291127
14184.34184,0.486275261
14184.59185,0.486259396
14184.84185,0.486243532
14185.09185,0.486227669
14185.34185,0.486211806
14185.59186,0.486195943
14185.84186,0.486180081
14186.09186,0.48616422
14186.34186,0.48614836
14186.59187,0.4861325
14186.84187,0.486116641
14187.09187,0.486100782
14187.34187,0.486084924
14187.59188,0.486069067
14187.84188,0.48605321
14188.09188,0.486037354
14188.34188,0.486021498
14188.59189,0.486005643
14188.84189,0.485989789
14189.09189,0.485973935
14189.34189,0.485958082
14189.5919,0.485942229
14189.8419,0.485926378
14190.0919,0.485910526
14190.3419,0.485894676
14190.59191,0.485878826
14190.84191,0.485862976
14191.09191,0.485847127
14191.34191,0.485831279
14191.59192,0.485815432
14191.84192,0.485799585
14192.09192,0.485783738
14192.34192,0.485767893
14192.59193,0.485752047
14192.84193,0.485736203
14193.09193,0.485720359
14193.34193,0.485704516
14193.59194,0.485688673
14193.84194,0.485672831
14194.09194,0.48565699
14194.34194,0.485641149
14194.59195,0.485625309
14194.84195,0.485609469
14195.09195,0.48559363
14195.34195,0.485577792
14195.59196,0.485561954
14195.84196,0.485546117
14196.09196,0.485530281
14196.34196,0.485514445
14196.59197,0.48549861
14196.84197,0.485482775
14197.09197,0.485466941
14197.34197,0.485451107
14197.59198,0.485435275
14197.84198,0.485419442
14198.09198,0.485403611
14198.34198,0.48538778
14198.59199,0.48537195
14198.84199,0.48535612
14199.09199,0.485340291
14199.34199,0.485324462
14199.592,0.485308634
14199.842,0.485292807
14200.092,0.485276981
14200.342,0.485261155
14200.59201,0.485245329
14200.84201,0.485229504
14201.09201,0.48521368
14201.34201,0.485197857
14201.59202,0.485182034
14201.84202,0.485166211
14202.09202,0.48515039
14202.34202,0.485134568
14202.59203,0.485118748
14202.84203,0.485102928
14203.09203,0.485087109
14203.34203,0.48507129
14203.59204,0.485055472
14203.84204,0.485039655
14204.09204,0.485023838
14204.34204,0.485008022
14204.59205,0.484992206
14204.84205,0.484976391
14205.09205,0.484960577
14205.34205,0.484944763
14205.59206,0.48492895
14205.84206,0.484913138
14206.09206,0.484897326
14206.34206,0.484881514
14206.59207,0.484865704
14206.84207,0.484849894
14207.09207,0.484834084
14207.34207,0.484818276
14207.59208,0.484802467
14207.84208,0.48478666
14208.09208,0.484770853
14208.34208,0.484755046
14208.59209,0.484739241
14208.84209,0.484723436
14209.09209,0.484707631
14209.34209,0.484691827
14209.5921,0.484676024
14209.8421,0.484660221
14210.0921,0.484644419
14210.3421,0.484628618
14210.59211,0.484612817
14210.84211,0.484597017
14211.09211,0.484581217
14211.34211,0.484565418
14211.59212,0.48454962
14211.84212,0.484533822
14212.09212,0.484518025
14212.34212,0.484502229
14212.59213,0.484486433
14212.84213,0.484470637
14213.09213,0.484454843
14213.34213,0.484439049
14213.59214,0.484423255
14213.84214,0.484407462
14214.09214,0.48439167
14214.34214,0.484375879
14214.59215,0.484360088
14214.84215,0.484344297
14215.09215,0.484328508
14215.34215,0.484312718
14215.59216,0.48429693
14215.84216,0.484281142
14216.09216,0.484265355
14216.34216,0.484249568
14216.59217,0.484233782
14216.84217,0.484217996
14217.09217,0.484202212
14217.34217,0.484186427
14217.59218,0.484170644
14217.84218,0.484154861
14218.09218,0.484139078
14218.34218,0.484123297
14218.59219,0.484107516
14218.84219,0.484091735
14219.09219,0.484075955
14219.34219,0.484060176
14219.5922,0.484044397
14219.8422,0.484028619
14220.0922,0.484012842
14220.3422,0.483997065
14220.59221,0.483981288
14220.84221,0.483965513
14221.09221,0.483949738
14221.34221,0.483933963
14221.59222,0.48391819
14221.84222,0.483902416
14222.09222,0.483886644
14222.34222,0.483870872
14222.59223,0.483855101
14222.84223,0.48383933
14223.09223,0.48382356
14223.34223,0.48380779
14223.59224,0.483792022
14223.84224,0.483776253
14224.09224,0.483760486
14224.34224,0.483744719
14224.59225,0.483728952
14224.84225,0.483713186
14225.09225,0.483697421
14225.34225,0.483681657
14225.59226,0.483665893
14225.84226,0.483650129
14226.09226,0.483634367
14226.34226,0.483618604
14226.59227,0.483602843
14226.84227,0.483587082
14227.09227,0.483571322
14227.34227,0.483555562
14227.59228,0.483539803
14227.84228,0.483524045
14228.09228,0.483508287
14228.34228,0.48349253
14228.59229,0.483476773
14228.84229,0.483461017
14229.09229,0.483445262
14229.34229,0.483429507
14229.5923,0.483413753
14229.8423,0.483397999
14230.0923,0.483382246
14230.3423,0.483366494
14230.59231,0.483350742
14230.84231,0.483334991
14231.09231,0.483319241
14231.34231,0.483303491
14231.59232,0.483287742
14231.84232,0.483271993
14232.09232,0.483256245
14232.34232,0.483240498
14232.59233,0.483224751
14232.84233,0.483209005
14233.09233,0.483193259
14233.34233,0.483177514
14233.59234,0.48316177
14233.84234,0.483146026
14234.09234,0.483130283
14234.34234,0.483114541
14234.59235,0.483098799
14234.84235,0.483083058
14235.09235,0.483067317
14235.34235,0.483051577
14235.59236,0.483035838
14235.84236,0.483020099
14236.09236,0.483004361
14236.34236,0.482988623
14236.59237,0.482972886
14236.84237,0.48295715
14237.09237,0.482941414
14237.34237,0.482925679
14237.59238,0.482909945
14237.84238,0.482894211
14238.09238,0.482878477
14238.34238,0.482862745
14238.59239,0.482847013
14238.84239,0.482831281
14239.09239,0.48281555
14239.34239,0.48279982
14239.5924,0.482784091
14239.8424,0.482768362
14240.0924,0.482752633
14240.3424,0.482736905
14240.59241,0.482721178
14240.84241,0.482705452
14241.09241,0.482689726
14241.34241,0.482674001
14241.59242,0.482658276
14241.84242,0.482642552
14242.09242,0.482626828
14242.34242,0.482611105
14242.59243,0.482595383
14242.84243,0.482579662
14243.09243,0.482563941
14243.34243,0.48254822
14243.59244,0.4825325
14243.84244,0.482516781
14244.09244,0.482501063
14244.34244,0.482485345
14244.59245,0.482469627
14244.84245,0.482453911
14245.09245,0.482438195
14245.34245,0.482422479
14245.59246,0.482406764
14245.84246,0.48239105
14246.09246,0.482375336
14246.34246,0.482359623
14246.59247,0.482343911
14246.84247,0.482328199
14247.09247,0.482312488
14247.34247,0.482296777
14247.59248,0.482281067
14247.84248,0.482265358
14248.09248,0.482249649
14248.34248,0.482233941
14248.59249,0.482218233
14248.84249,0.482202526
14249.09249,0.48218682
14249.34249,0.482171114
14249.5925,0.482155409
14249.8425,0.482139705
14250.0925,0.482124001
14250.3425,0.482108298
14250.59251,0.482092595
14250.84251,0.482076893
14251.09251,0.482061192
14251.34251,0.482045491
14251.59252,0.482029791
14251.84252,0.482014091
14252.09252,0.481998392
14252.34252,0.481982694
14252.59253,0.481966996
14252.84253,0.481951299
14253.09253,0.481935602
14253.34253,0.481919907
14253.59254,0.481904211
14253.84254,0.481888517
14254.09254,0.481872823
14254.34254,0.481857129
14254.59255,0.481841436
14254.84255,0.481825744
14255.09255,0.481810052
14255.34255,0.481794361
14255.59256,0.481778671
14255.84256,0.481762981
14256.09256,0.481747292
14256.34256,0.481731604
14256.59257,0.481715916
14256.84257,0.481700228
14257.09257,0.481684542
14257.34257,0.481668855
14257.59258,0.48165317
14257.84258,0.481637485
14258.09258,0.481621801
14258.34258,0.481606117
14258.59259,0.481590434
14258.84259,0.481574752
14259.09259,0.48155907
14259.34259,0.481543389
14259.5926,0.481527708
14259.8426,0.481512028
14260.0926,0.481496349
14260.3426,0.48148067
14260.59261,0.481464992
14260.84261,0.481449314
14261.09261,0.481433637
14261.34261,0.481417961
14261.59262,0.481402285
14261.84262,0.48138661
14262.09262,0.481370936
14262.34262,0.481355262
14262.59263,0.481339589
14262.84263,0.481323916
14263.09263,0.481308244
14263.34263,0.481292573
14263.59264,0.481276902
14263.84264,0.481261232
14264.09264,0.481245562
14264.34264,0.481229893
14264.59265,0.481214225
14264.84265,0.481198557
14265.09265,0.48118289
14265.34265,0.481167223
14265.59266,0.481151558
14265.84266,0.481135892
14266.09266,0.481120228
14266.34266,0.481104563
14266.59267,0.4810889
14266.84267,0.481073237
14267.09267,0.481057575
14267.34267,0.481041913
14267.59268,0.481026252
14267.84268,0.481010592
14268.09268,0.480994932
14268.34268,0.480979273
14268.59269,0.480963614
14268.84269,0.480947956
14269.09269,0.480932299
14269.34269,0.480916642
14269.5927,0.480900986
14269.8427,0.480885331
14270.0927,0.480869676
14270.3427,0.480854022
14270.59271,0.480838368
14270.84271,0.480822715
14271.09271,0.480807062
14271.34271,0.48079141
14271.59272,0.480775759
14271.84272,0.480760109
14272.09272,0.480744459
14272.34272,0.480728809
14272.59273,0.48071316
14272.84273,0.480697512
14273.09273,0.480681865
14273.34273,0.480666218
14273.59274,0.480650571
14273.84274,0.480634926
14274.09274,0.480619281
14274.34274,0.480603636
14274.59275,0.480587992
14274.84275,0.480572349
14275.09275,0.480556706
14275.34275,0.480541064
14275.59276,0.480525423
14275.84276,0.480509782
14276.09276,0.480494142
14276.34276,0.480478502
14276.59277,0.480462863
14276.84277,0.480447225
14277.09277,0.480431587
14277.34277,0.48041595
14277.59278,0.480400313
14277.84278,0.480384677
14278.09278,0.480369042
14278.34278,0.480353407
14278.59279,0.480337773
14278.84279,0.48032214
14279.09279,0.480306507
14279.34279,0.480290874
14279.5928,0.480275243
14279.8428,0.480259612
14280.0928,0.480243981
14280.3428,0.480228351
14280.59281,0.480212722
14280.84281,0.480197093
14281.09281,0.480181465
14281.34281,0.480165838
14281.59282,0.480150211
14281.84282,0.480134585
14282.09282,0.48011896
14282.34282,0.480103335
14282.59283,0.48008771
14282.84283,0.480072087
14283.09283,0.480056463
14283.34283,0.480040841
14283.59284,0.480025219
14283.84284,0.480009598
14284.09284,0.479993977
14284.34284,0.479978357
14284.59285,0.479962738
14284.84285,0.479947119
14285.09285,0.4799315
14285.34285,0.479915883
14285.59286,0.479900266
14285.84286,0.479884649
14286.09286,0.479869034
14286.34286,0.479853418
14286.59287,0.479837804
14286.84287,0.47982219
14287.09287,0.479806577
14287.34287,0.479790964
14287.59288,0.479775352
14287.84288,0.47975974
14288.09288,0.479744129
14288.34288,0.479728519
14288.59289,0.479712909
14288.84289,0.4796973
14289.09289,0.479681692
14289.34289,0.479666084
14289.5929,0.479650477
14289.8429,0.47963487
14290.0929,0.479619264
14290.3429,0.479603659
14290.59291,0.479588054
14290.84291,0.47957245
14291.09291,0.479556846
14291.34291,0.479541243
14291.59292,0.479525641
14291.84292,0.479510039
14292.09292,0.479494438
14292.34292,0.479478837
14292.59293,0.479463237
14292.84293,0.479447638
14293.09293,0.479432039
14293.34293,0.479416441
14293.59294,0.479400844
14293.84294,0.479385247
14294.09294,0.479369651
14294.34294,0.479354055
14294.59295,0.47933846
14294.84295,0.479322865
14295.09295,0.479307272
14295.34295,0.479291678
14295.59296,0.479276086
14295.84296,0.479260494
14296.09296,0.479244902
14296.34296,0.479229312
14296.59297,0.479213722
14296.84297,0.479198132
14297.09297,0.479182543
14297.34297,0.479166955
14297.59298,0.479151367
14297.84298,0.47913578
14298.09298,0.479120193
14298.34298,0.479104608
14298.59299,0.479089022
14298.84299,0.479073438
14299.09299,0.479057853
14299.34299,0.47904227
14299.593,0.479026687
14299.843,0.479011105
14300.093,0.478995523
14300.343,0.478979942
14300.59301,0.478964362
14300.84301,0.478948782
14301.09301,0.478933203
14301.34301,0.478917624
14301.59302,0.478902046
14301.84302,0.478886469
14302.09302,0.478870892
14302.34302,0.478855316
14302.59303,0.478839741
14302.84303,0.478824166
14303.09303,0.478808591
14303.34303,0.478793018
14303.59304,0.478777445
14303.84304,0.478761872
14304.09304,0.4787463
14304.34304,0.478730729
14304.59305,0.478715158
14304.84305,0.478699588
14305.09305,0.478684019
14305.34305,0.47866845
14305.59306,0.478652882
14305.84306,0.478637314
14306.09306,0.478621747
14306.34306,0.478606181
14306.59307,0.478590615
14306.84307,0.47857505
14307.09307,0.478559485
14307.34307,0.478543922
14307.59308,0.478528358
14307.84308,0.478512795
14308.09308,0.478497233
14308.34308,0.478481672
14308.59309,0.478466111
14308.84309,0.478450551
14309.09309,0.478434991
14309.34309,0.478419432
14309.5931,0.478403873
14309.8431,0.478388316
14310.0931,0.478372758
14310.3431,0.478357202
14310.59311,0.478341646
14310.84311,0.47832609
14311.09311,0.478310535
14311.34311,0.478294981
14311.59312,0.478279428
14311.84312,0.478263875
14312.09312,0.478248322
14312.34312,0.478232771
14312.59313,0.478217219
14312.84313,0.478201669
14313.09313,0.478186119
14313.34313,0.47817057
14313.59314,0.478155021
14313.84314,0.478139473
14314.09314,0.478123925
14314.34314,0.478108378
14314.59315,0.478092832
14314.84315,0.478077286
14315.09315,0.478061741
14315.34315,0.478046197
14315.59316,0.478030653
14315.84316,0.47801511
14316.09316,0.477999567
14316.34316,0.477984025
14316.59317,0.477968484
14316.84317,0.477952943
14317.09317,0.477937403
14317.34317,0.477921863
14317.59318,0.477906324
14317.84318,0.477890786
14318.09318,0.477875248
14318.34318,0.477859711
14318.59319,0.477844175
14318.84319,0.477828639
14319.09319,0.477813103
14319.34319,0.477797569
14319.5932,0.477782034
14319.8432,0.477766501
14320.0932,0.477750968
14320.3432,0.477735436
14320.59321,0.477719904
14320.84321,0.477704373
14321.09321,0.477688843
14321.34321,0.477673313
14321.59322,0.477657784
14321.84322,0.477642255
14322.09322,0.477626727
14322.34322,0.477611199
14322.59323,0.477595673
14322.84323,0.477580147
14323.09323,0.477564621
14323.34323,0.477549096
14323.59324,0.477533572
14323.84324,0.477518048
14324.09324,0.477502525
14324.34324,0.477487002
14324.59325,0.47747148
14324.84325,0.477455959
14325.09325,0.477440438
14325.34325,0.477424918
14325.59326,0.477409399
14325.84326,0.47739388
14326.09326,0.477378361
14326.34326,0.477362844
14326.59327,0.477347327
14326.84327,0.47733181
14327.09327,0.477316294
14327.34327,0.477300779
14327.59328,0.477285264
14327.84328,0.47726975
14328.09328,0.477254237
14328.34328,0.477238724
14328.59329,0.477223212
14328.84329,0.4772077
14329.09329,0.477192189
14329.34329,0.477176679
14329.5933,0.477161169
14329.8433,0.47714566
14330.0933,0.477130152
14330.3433,0.477114644
14330.59331,0.477099136
14330.84331,0.47708363
14331.09331,0.477068123
14331.34331,0.477052618
14331.59332,0.477037113
14331.84332,0.477021609
14332.09332,0.477006105
14332.34332,0.476990602
14332.59333,0.4769751
14332.84333,0.476959598
14333.09333,0.476944096
14333.34333,0.476928596
14333.59334,0.476913096
14333.84334,0.476897596
14334.09334,0.476882097
14334.34334,0.476866599
14334.59335,0.476851102
14334.84335,0.476835605
14335.09335,0.476820108
14335.34335,0.476804613
14335.59336,0.476789117
14335.84336,0.476773623
14336.09336,0.476758129
14336.34336,0.476742635
14336.59337,0.476727143
14336.84337,0.476711651
14337.09337,0.476696159
14337.34337,0.476680668
14337.59338,0.476665178
14337.84338,0.476649688
14338.09338,0.476634199
14338.34338,0.47661871
14338.59339,0.476603223
14338.84339,0.476587735
14339.09339,0.476572249
14339.34339,0.476556763
14339.5934,0.476541277
14339.8434,0.476525792
14340.0934,0.476510308
14340.3434,0.476494824
14340.59341,0.476479341
14340.84341,0.476463859
14341.09341,0.476448377
14341.34341,0.476432896
14341.59342,0.476417415
14341.84342,0.476401935
14342.09342,0.476386456
14342.34342,0.476370977
14342.59343,0.476355499
14342.84343,0.476340022
14343.09343,0.476324545
14343.34343,0.476309068
14343.59344,0.476293592
14343.84344,0.476278117
14344.09344,0.476262643
14344.34344,0.476247169
14344.59345,0.476231696
14344.84345,0.476216223
14345.09345,0.476200751
14345.34345,0.476185279
14345.59346,0.476169808
14345.84346,0.476154338
14346.09346,0.476138869
14346.34346,0.476123399
14346.59347,0.476107931
14346.84347,0.476092463
14347.09347,0.476076996
14347.34347,0.476061529
14347.59348,0.476046063
14347.84348,0.476030598
14348.09348,0.476015133
14348.34348,0.475999669
14348.59349,0.475984205
14348.84349,0.475968742
14349.09349,0.47595328
14349.34349,0.475937818
14349.5935,0.475922357
14349.8435,0.475906896
14350.0935,0.475891436
14350.3435,0.475875977
14350.59351,0.475860518
14350.84351,0.47584506
14351.09351,0.475829603
14351.34351,0.475814146
14351.59352,0.47579869
14351.84352,0.475783234
14352.09352,0.475767779
14352.34352,0.475752324
14352.59353,0.47573687
14352.84353,0.475721417
14353.09353,0.475705964
14353.34353,0.475690512
14353.59354,0.475675061
14353.84354,0.47565961
14354.09354,0.47564416
14354.34354,0.47562871
14354.59355,0.475613261
14354.84355,0.475597813
14355.09355,0.475582365
14355.34355,0.475566918
14355.59356,0.475551471
14355.84356,0.475536025
14356.09356,0.47552058
14356.34356,0.475505135
14356.59357,0.475489691
14356.84357,0.475474247
14357.09357,0.475458804
14357.34357,0.475443362
14357.59358,0.47542792
14357.84358,0.475412479
14358.09358,0.475397038
14358.34358,0.475381598
14358.59359,0.475366159
14358.84359,0.47535072
14359.09359,0.475335282
14359.34359,0.475319845
14359.5936,0.475304408
14359.8436,0.475288972
14360.0936,0.475273536
14360.3436,0.475258101
14360.59361,0.475242666
14360.84361,0.475227233
14361.09361,0.475211799
14361.34361,0.475196367
14361.59362,0.475180935
14361.84362,0.475165503
14362.09362,0.475150072
14362.34362,0.475134642
14362.59363,0.475119212
14362.84363,0.475103783
14363.09363,0.475088355
14363.34363,0.475072927
14363.59364,0.4750575
14363.84364,0.475042073
14364.09364,0.475026647
14364.34364,0.475011222
14364.59365,0.474995797
14364.84365,0.474980373
14365.09365,0.47496495
14365.34365,0.474949527
14365.59366,0.474934104
14365.84366,0.474918682
14366.09366,0.474903261
14366.34366,0.474887841
14366.59367,0.474872421
14366.84367,0.474857002
14367.09367,0.474841583
14367.34367,0.474826165
14367.59368,0.474810747
14367.84368,0.47479533
14368.09368,0.474779914
14368.34368,0.474764498
14368.59369,0.474749083
14368.84369,0.474733669
14369.09369,0.474718255
14369.34369,0.474702842
14369.5937,0.474687429
14369.8437,0.474672017
14370.0937,0.474656605
14370.3437,0.474641195
14370.59371,0.474625784
14370.84371,0.474610375
14371.09371,0.474594966
14371.34371,0.474579557
14371.59372,0.47456415
14371.84372,0.474548742
14372.09372,0.474533336
14372.34372,0.47451793
14372.59373,0.474502524
14372.84373,0.47448712
14373.09373,0.474471715
14373.34373,0.474456312
14373.59374,0.474440909
14373.84374,0.474425506
14374.09374,0.474410105
14374.34374,0.474394704
14374.59375,0.474379303
14374.84375,0.474363903
14375.09375,0.474348504
14375.34375,0.474333105
14375.59376,0.474317707
14375.84376,0.474302309
14376.09376,0.474286912
14376.34376,0.474271516
14376.59377,0.47425612
14376.84377,0.474240725
14377.09377,0.474225331
14377.34377,0.474209937
14377.59378,0.474194544
14377.84378,0.474179151
14378.09378,0.474163759
14378.34378,0.474148368
